Region,Type,Nature,Highest Price Month,Lowest Price Month,Highest Price,Lowest Price
El Bousten,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite Bou Mhel,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Bir El Bey,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Borj Cedria,App. 4 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Hammam Chatt,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Cite Sahloul,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Sousse Corniche,App. 1 pièc,Location,April,May,452863.02206265694,274550.28580589977
El Yasminette,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bab Saadoun,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Khezama Ouest,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Merkez Kassas,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Marsa Ennassim,Fond de Com,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Raoued,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Chaffar,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Nefza,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Mrad 2,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite El Kornich,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Ksar Said,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Complexe Techno,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Khmara,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
Mahdia,Bureau,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Le Kram Ouest,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Merkez Kamoun,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Beni Khiar,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Hergla,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Cite Ibn Khaldo,Autre,Location,April,April,452863.02206265694,310308.0805972307
Cite El Khalil,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Mahdia,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Sousse Khezama,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Sfax Hached,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Cite Afh,App. 2 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Mutuelle Ville,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Ras Jebel,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Ras Jebel,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Zone Des M,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Cite Sahloul,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Sousse Corniche,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
El Menzah 8,App. 4 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cebalet Ben Amm,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Berge Du Lac,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
Raoued,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Mornag,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sidi Bou Ali,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Olympeade,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Habib Thameur,Autre,Vente,April,May,452863.02206265694,274550.28580589977
El Menzah 9,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Zone Industriel,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Hammam Lif,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Ennasr 1,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Beni Khalled,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Beni Khiar,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Cite Ennasr 1,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Carthage,App. 5 pièc,Location,April,May,452863.02206265694,274550.28580589977
Rades,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cite El Ahmadi,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Merkez Sahnoun,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Cite Bejoua 2,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Megrine Jaouhar,Autre,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Sidi Soufiene,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Hammam Sousse,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Kelibia,App. 4 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Sakiet Ezzit,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Turki,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
El Hrairia,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Barrouta,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Cite Afh,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite El Intilak,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Ksar Said,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Bab Saadoun Gar,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Amilcar,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Le Kef,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
El Menzah 8,App. 5 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite El Moez,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Marsa Safsaf,Surfaces,Vente,April,May,452863.02206265694,274550.28580589977
El Ain,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
Marsa Safsaf,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Salambo,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Ouerdanine,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Akouda,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Douar Hicher,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Carthage,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Monfleury,Gérance lib,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Zrig,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Zrig,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Naoual,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Naoual,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Naoual,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Cite Chraf,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Cite Chourouk S,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sousse Corniche,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Chouchet Rades,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Ksar Said,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Haidra,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Zaouiet Sousse,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Chatt Meriem,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
La Chebba,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Sahline,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Sousse,Surfaces,Location,April,May,452863.02206265694,274550.28580589977
Cite Essahafa,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Mnihla,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Chotrana 3,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Hencha,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Le Kef,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
El Brarja,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Yasminette,App. 1 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Menzah 5,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite Jaouhara,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Sousse,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Aeroport Tunis,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Mnihla,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Mnihla,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Djerba,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
Nouvelle Medina,Maisons,Location,April,May,452863.02206265694,274550.28580589977
El Menzah 7,Maisons,Location,April,May,452863.02206265694,274550.28580589977
Gammart,Bureau,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Enfidha,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Nouvelle Ariana,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Semana,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Tabarka,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Beni Khalled,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
El Gorfa,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Menzel Bouzelfa,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Megrine Chaker,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Kelibia,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Megrine,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
El Maagoula,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Zaouiet Sousse,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Semana,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Grombalia,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Cite Afh,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Grombalia,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite Bel Hay,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Mohamed Al,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Charguia 2,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Mosque Erraoudh,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Bou Hnech,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Tarhouna 1,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite De La Plag,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Sousse Corniche,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Sidi Ameur,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Tabarka,App. 1 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
El Aouina,App. 5 pièc,Location,April,May,452863.02206265694,274550.28580589977
Beja,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sahloul,App. 3 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Beni Khalled,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Jardins de Cart,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Monastir Republ,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bab El Khadra,Autre,Vente,April,May,452863.02206265694,274550.28580589977
Meghira Centre,Autre,Location,April,April,452863.02206265694,310308.0805972307
Cite El Ghazala,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Kheireddine,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Henchir Ettouta,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite De La Carr,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Turki,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Hammam Sousse,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sidi Rezig,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Hedi Chaker,Fond de Com,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
El Menzah 5,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Pont De Bizerte,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
El Mhedhba,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Ras Jebel,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
El Yasmina,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Omrane,Maisons,Location,April,May,452863.02206265694,274550.28580589977
Sidi Bousaid,App. 5 pièc,Location,April,April,452863.02206265694,310308.0805972307
Dar Fadhal,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Montplaisir,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Ben Arous,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite De La Plag,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
La Mannouba,App. 2 pièc,Partage,April,April,452863.02206265694,310308.0805972307
Chotrana 2,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Ettadhamen,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Cite El Ghazala,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Sidi Salah,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sahline,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Bou Mhel,Fond de Com,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Sidi Salah,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Charguia 2,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Bab El Akoues,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Bellevue,Maisons,Location,April,May,452863.02206265694,274550.28580589977
El Menzah 1,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Menzah 5,Autre,Location,April,April,452863.02206265694,310308.0805972307
El Ouerdia,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Hammam Sousse,Duplex,Location,April,April,452863.02206265694,310308.0805972307
El Ouerdia,Duplex,Location,April,April,452863.02206265694,310308.0805972307
Cite El Khadra,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Dar Chaabane Pl,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Bou Argoub,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite El Houani,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Belli Halte,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Touristiqu,App. 1 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Manar 2,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Bir Mcherga,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
El Haouaria,App. 1 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Amilcar,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Kedoua,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Ezzahra,Duplex,Location,April,April,452863.02206265694,310308.0805972307
Korba,Gérance lib,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite Bir Hlaoua,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Le Bardo,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Sakiet Ezzit,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Le Kram,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Chaabet El Mrez,App. 4 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Kheireddine Pac,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite Ezzouhour,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Le Kram Ouest,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Sakiet Ezzit,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite Mongi Slim,App. 2 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite Ennasr 2,Autre,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Mahras,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
El Halfaouine,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Monfleury,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Zone urbaine no,Surfaces,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Oued Ellil,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Village Mediter,App. 3 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite Oplympique,App. 2 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Cite Ennarjes 2,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Monfleury,Bureau,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite Ennasr 2,App. 1 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Cite Ennasr 2,App. 2 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Bou Kornine,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Ettaamir,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Oued Chaabouni,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Denden,Bureau,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Denden,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
El Menzah 1,App. 5 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Sahloul,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Sousse Khezama,App. 4 pièc,Location,April,May,452863.02206265694,274550.28580589977
Hergla,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Khaznadar,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Mohamadia,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite El Manar 2,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Sahloul,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Ksar Said,Surfaces,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Rades,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
La Goulette,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Charguia 2,Gérance lib,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite El Mourouj,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Sousse Corniche,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Cite Ibn Khaldo,Duplex,Location,April,April,452863.02206265694,310308.0805972307
Bizerte,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Rades Meliane,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Borj Chakir,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Sidi Salah,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Plein Air,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Sousse Khezama,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Sousse Khezama,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Sahloul,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite Essaada (R,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Carthage,App. 2 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Mosque Erraoudh,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Mornag,Duplex,Location,April,April,452863.02206265694,310308.0805972307
Ariana,Autre,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite Erriadh,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Oplympique,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Cite De La Sant,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Menzel Horr,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Zone Hoteliere,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Maamoura,Surfaces,Vente,April,May,452863.02206265694,274550.28580589977
Le Kef,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite De La Sant,Autre,Location,April,April,452863.02206265694,310308.0805972307
Sidi Bousaid,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
El Ouerdia,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Mourouj,Autre,Location,April,May,452863.02206265694,274550.28580589977
Marsa Erriadh,App. 4 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
El Ouerdia,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Salambo,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Ain El Mayel,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Habib Thameur,App. 4 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Habib Thameur,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Msaken,Autre,Location,April,April,452863.02206265694,310308.0805972307
Zone Hoteliere,App. 5 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Cite Hedi Nouir,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Sousse Riadh,Autre,Location,April,April,452863.02206265694,310308.0805972307
Sousse Riadh,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Hammam Lif,App. 2 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
El Menzah 7,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
El Menzah 7,App. 4 pièc,Vente,April,May,452863.02206265694,274550.28580589977
El Yasmina,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Charguia 2,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Hedi Chaker,Gérance lib,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
El Halfaouine,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Bhar Lazre,Atelier,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Cite Bhar Lazre,Maisons,Location,April,May,452863.02206265694,274550.28580589977
Cite Essahafa,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Lamta,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Tunis Belvedere,App. 5 pièc,Location,April,April,452863.02206265694,310308.0805972307
Hedi Chaker,Autre,Vente,April,April,452863.02206265694,310308.0805972307
El Kharrouba,Autre,Vente,April,April,452863.02206265694,310308.0805972307
El Mida,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Utique,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Hedi Chaker,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Marsa Safsaf,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Salambo,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Salambo,App. 4 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Megrine Jaouhar,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite Jardins,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Marsa Erriadh,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Le Kram Ouest,App. 4 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite Ibn Khaldo,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Menzel Abderrah,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite De L'Aerop,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bou Ficha,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Hergla,App. 4 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Merkez Kaaniche,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Sidi El Bechir,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Ennagr,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite Chragui,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Kef Ouest,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Oued Laya,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cite De La Gare,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Bou Jerdga,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Medenine,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
El Menzah 1,Fond de Com,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Sidi Rezig,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Bou Mhel,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Megrine Riadh,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Hedi Chaker,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Bab El Khadra,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Jabbes,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Raoued,App. 5 pièc,Location,April,April,452863.02206265694,310308.0805972307
Le Kef,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
El Mourouj,Atelier,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Cite El Habib,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Residence Ennes,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Cite Des Juges,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Cite De La Sant,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Ghar El Melh,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Residence Chour,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Beja,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
Cite Bou Mhel,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Bou Thadi,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Rafraf Plage,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Le Bardo,App. 1 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
El Omrane Super,App. 2 pièc,Location,April,May,452863.02206265694,274550.28580589977
Sousse,App. 2 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Cartage Byrsa,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Barraket Essahe,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Megrine Coteau,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Marsa Safsaf,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Beja,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Oplympique,App. 2 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite Ali Bourgu,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Cite Ennasr 1,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
El Manar 2,Autre,Vente,April,April,452863.02206265694,310308.0805972307
El Charguia,Autre,Vente,April,May,452863.02206265694,274550.28580589977
Chatt Meriem,Maisons,Location,April,May,452863.02206265694,274550.28580589977
Cite Elyes,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Boukhzar,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite Bhar Lazre,Surfaces,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Village Essahli,Autre,Partage,April,April,452863.02206265694,310308.0805972307
Bir El Kassaa,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Kalaa Essghira,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
